Day,Time,Room,Batch,Course,Type,Faculty
Thursday,09:00-11:00,104,ECE-2023,Microprocessors and Micro-controllers,LECTURE,Dr. Nataraj
Thursday,10:45-12:15,104,ECE-2023,Electromagnetic Theory,LECTURE,Dr. Somen Bhattacharjee
Thursday,16:00-17:30,104,ECE-2023,Linear Algebra,LECTURE,Dr. Lakshman
Thursday,09:00-11:00,104,ECE-2024,Programming and Data Structures,LECTURE,Dr. Suvadip Hazra
Thursday,10:45-12:15,104,ECE-2024,Physics for ECE,LECTURE,Dr. Aswath
Thursday,11:15-13:15,H109,ECE-2024,Digital Design,LAB,Dr. Jagadeesha R Bhat
Thursday,11:45-12:15,104,ECE-2024,Basic Circuit Theory,LECTURE,Dr. Somen Bhattacharjee
Friday,09:00-10:30,101,CSE-A-2021,Bioinformatics,LECTURE,Dr. Sunil Kumar P V
Friday,10:45-12:15,101,CSE-A-2021,Virtualization and Cloud Computing,LECTURE,Dr. Malay
Friday,11:15-13:15,101,CSE-A-2021,AI for Cybersecurity,LECTURE,Dr. Abdul Wahid
Friday,11:45-12:15,101,CSE-A-2021,Computer Graphics,LECTURE,Dr. Vivekraj
Friday,14:30-16:30,101,CSE-A-2021,Deep Computer Vision,LECTURE,Dr. Dibyajyoti Guha
Friday,16:30-18:00,101,CSE-A-2021,Information Retrieval,LECTURE,Dr. Krishendu Ghosh
Friday,09:00-11:00,L106,CSE-A-2022,Computer Networks,LAB,Dr. C B Akki
Friday,09:00-10:30,101,CSE-A-2022,Cryptography and Information Security,LECTURE,Dr. Rajendra Hegadi
Friday,10:45-12:15,101,CSE-A-2022,Internet of Things,LECTURE,Dr. Prakash Pawar
Friday,11:45-12:15,101,CSE-A-2022,Artificial Intelligence,LECTURE,Dr. Krishendu Ghosh
Friday,15:00-16:30,101,CSE-A-2022,Graph Theory,LECTURE,Dr. Pavan
Friday,16:30-17:30,101,CSE-A-2022,Statistics for Computer Science,LECTURE,Dr. Ramesh Athe
Friday,09:00-11:00,101,CSE-A-2023,Object Oriented Programming,LECTURE,Dr. Pramod
Friday,09:00-10:30,101,CSE-A-2023,Design & Analysis of Algorithms,LECTURE,Dr. Vivekraj
Friday,10:45-12:15,101,CSE-A-2023,Discrete Mathematics,LECTURE,Dr. Animesh Roy
Friday,11:15-13:15,101,CSE-A-2023,Industrial Social Psychology,LECTURE,Dr. Navyashree
Friday,11:45-12:15,101,CSE-A-2023,Computer Architecture,LECTURE,Dr. Prabhu Prasad B M
Friday,16:30-17:30,101,CSE-A-2023,Probability,LECTURE,Dr. Anand P B
Friday,10:45-12:15,101,CSE-A-2024,Probability,LECTURE,Dr. Lakshman
Friday,11:15-13:15,L106,CSE-A-2024,Digital Design,LAB,Dr. Jagadeesha R Bhat
Friday,11:45-12:15,101,CSE-A-2024,English Language and Communication,LECTURE,Dr. Rajesh
Friday,12:15-13:15,101,CSE-A-2024,Introduction to Design,LECTURE,Dr. Sandesh
Friday,09:00-11:00,102,CSE-B-2021,Computer Graphics,LECTURE,Dr. Vivekraj
Friday,11:15-13:15,102,CSE-B-2021,Bioinformatics,LECTURE,Dr. Sunil Kumar P V
Friday,13:30-15:00,102,CSE-B-2021,Virtualization and Cloud Computing,LECTURE,Dr. Malay
Friday,15:00-16:30,102,CSE-B-2021,AI for Cybersecurity,LECTURE,Dr. Abdul Wahid
Friday,09:00-11:00,L107,CSE-B-2022,Computer Networks,LAB,Dr. Sadhvi
Friday,15:00-16:30,102,CSE-B-2022,Advanced Algorithm Design,LECTURE,Dr. Suvadip Hazra
Friday,16:30-17:30,102,CSE-B-2022,Statistics for Computer Science,LECTURE,Dr. Sunil C K
Friday,09:00-11:00,102,CSE-B-2023,Probability,LECTURE,Dr. Anand P B
Friday,09:00-10:30,102,CSE-B-2023,Industrial Social Psychology,LECTURE,Dr. Navyashree
Friday,11:15-13:15,102,CSE-B-2023,Design & Analysis of Algorithms,LECTURE,Dr. Dibyajyoti Guha
Friday,12:15-13:15,102,CSE-B-2023,Object Oriented Programming,LECTURE,Dr. Vivekraj
Friday,15:00-16:30,102,CSE-B-2023,Discrete Mathematics,LECTURE,Dr. Sadhvi
Friday,16:30-18:00,102,CSE-B-2023,Computer Architecture,LECTURE,Dr. Prabhu Prasad B M
Friday,09:00-10:30,102,CSE-B-2024,Probability,LECTURE,Dr. Lakshman
Friday,09:00-11:00,102,CSE-B-2024,English Language and Communication,LECTURE,Dr. Rajesh
Friday,11:15-13:15,L107,CSE-B-2024,Problem Solving through Programming,LAB,Dr. Sunil C K
Friday,12:15-13:15,102,CSE-B-2024,Digital Design,LECTURE,Dr. Jagadeesha R Bhat
Friday,09:00-10:30,103,DSAI-2021,Advanced Optimization Technique,LECTURE,Dr. Utkarsh Khaire
Friday,09:00-11:00,103,DSAI-2021,DevOps,LECTURE,Dr. Shirshendu Layek
Friday,10:45-12:15,103,DSAI-2021,Healthcare Data Analytics,LECTURE,Dr. Girish GN
Friday,11:15-13:15,103,DSAI-2021,Data Science System,LECTURE,Dr. Animesh Chaturvedi
Friday,14:30-16:30,103,DSAI-2021,Introduction to Cybersecurity,LECTURE,Dr. Rajendra Hegadi
Friday,16:30-18:00,103,DSAI-2021,Human-Computer Interaction,LECTURE,Dr. Bharatesh Chakravarthi
Friday,10:45-12:15,103,DSAI-2022,Computer Communication Networks,LECTURE,Dr. C B Akki
Friday,14:30-16:00,103,DSAI-2022,Graphs and Social Networks,LECTURE,Dr. Utkarsh Khaire
Friday,09:00-10:30,L108,DSAI-2023,Data and Business Analytics,LAB,Dr. Abdul Wahid
Friday,10:45-12:15,103,DSAI-2023,Design & Analysis of Algorithms,LECTURE,Dr. Dibyajyoti Guha
Friday,11:15-13:15,103,DSAI-2023,Ethics,LECTURE,Guest Faculty
Friday,11:45-12:15,103,DSAI-2023,Discrete Mathematics,LECTURE,Dr. Animesh Roy
Friday,16:30-18:00,L108,DSAI-2023,Object Oriented Programming,LAB,Dr. Manjunath KV
Friday,09:00-11:00,103,DSAI-2024,Data Science and AI Applications,LECTURE,Dr. Abdul Wahid
Friday,09:00-10:30,103,DSAI-2024,Language and Communication,LECTURE,Dr. Rajesh
Friday,12:15-13:15,103,DSAI-2024,Problem Solving through Programming,LECTURE,Dr. Manjunath KV
Friday,15:00-16:30,103,DSAI-2024,Finance and Accounting,LECTURE,Dr. Anushree Kini
Friday,16:30-17:30,103,DSAI-2024,Mathematics for Data Science,LECTURE,Guest Faculty
Friday,11:15-13:15,104,ECE-2021,Antennas & Radar Systems,LECTURE,Dr. Somen Bhattacharjee
Friday,11:45-12:15,104,ECE-2021,Energy Efficient Neural Networks,LECTURE,Dr. Jagadish D N
Friday,14:30-16:30,104,ECE-2021,Generative AI,LECTURE,Dr. Nataraj
Friday,10:45-12:15,104,ECE-2022,Introduction to Algorithms,LECTURE,Dr. Deepak
Friday,14:30-16:30,104,ECE-2022,Internet of Things,LECTURE,Dr. Prakash Pawar
Friday,15:00-16:30,104,ECE-2022,Introduction to VLSI Design,LECTURE,Dr. Jagadish D N
Friday,16:30-17:30,104,ECE-2022,Advanced Digital Communication System,LECTURE,Dr. Chinmayananda
Friday,09:00-10:30,104,ECE-2023,Electromagnetic Theory,LECTURE,Dr. Somen Bhattacharjee
Friday,10:45-12:15,H109,ECE-2023,Microprocessors and Micro-controllers,LAB,Dr. Nataraj
Friday,15:00-16:30,104,ECE-2023,Signals and Systems,LECTURE,Dr. Sibasankar Padhy
Friday,10:45-12:15,104,ECE-2024,Calculus,LECTURE,Dr. Anand P B
Friday,11:15-13:15,H109,ECE-2024,Programming and Data Structures,LAB,Dr. Suvadip Hazra
Friday,11:45-12:15,104,ECE-2024,Basic Circuit Theory,LECTURE,Dr. Somen Bhattacharjee
Friday,16:30-17:30,104,ECE-2024,Digital Design,LECTURE,Dr. Jagadeesha R Bhat
